titulo,autores,anio,revista,doi,bloque,consulta,fuente_api,resumen
Efectos genéticos aditivos y no aditivos en cruces rotacionales holstein×jersey y holstein×pardo suizo,"Vargas-Leitón, Bernardo; José Romero-Zúñiga, Juan",2010,Agronomía Mesoamericana,10.15517/am.v21i2.4885,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,
Uso de aditivos e tempo de abertura dos silos em silagens de estilosantes campo grande,"Silva, Mábio Silvan José da; Jobim, Clóves Cabreira; Nascimento, Willian Gonçalves do; Ferreira, Geane Dias Gonçalves; Oliveira, Marcos Rogério",2014,Revista Brasileira de Saúde e Produção Animal,10.1590/s1519-99402014000200001,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," Objetivou-se avaliar o potencial de utilização do estilosantes campo grande na forma de silagem, através do valor nutritivo de silagens a vácuo, submetidas a diferentes tempos de abertura e uso de aditivos. Utilizou-se um delineamento inteiramente casualizado em esquema fatorial 4 x 4, sendo quatro tratamentos: sem inoculante; com inoculante; com inoculante mais uréia e apenas com uréia, com quatro tempo de abertura (14, 28, 42 e 56 dias) e quatro repetições. Observou-se que as silagens sem inoculante apresentaram menores valores de pH e de temperatura, em relação aos demais tratamentos. Todas as silagens apresentaram maiores índices de recuperação da matéria seca no primeiro tempo de abertura, diminuindo posteriormente. As silagens de estilosantes apresentaram altas concentrações de proteína bruta, em média 167,30g/kg de MS, sendo os maiores valores encontrados nas silagens com adição de uréia. As silagens sem o uso de aditivo apresentaram melhor composição químico-bromatológica, em relação aos demais tratamentos com aditivos, sendo observados valores médios de 539,17g/kg e 665,79g/kg de MS, para as concentrações de nutrientes digestíveis totais e digestibilidade ""in vitro"" da matéria seca, respectivamente. O estilosantes campo grande apresenta potencial para ser utilizado na forma de silagem. "
Caracterização física e mecânica de um compósito de polipropileno reciclado e farinha de madeira sem aditivos,"Battistelle, Rosane; Viola, Natalia Martin; Bezerra, Barbara Stolte; Valarelli, Ivaldo De Domenico",2014,Matéria (Rio de Janeiro),10.1590/s1517-70762014000100003,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,"  Compósitos de matriz polimérica reciclada reforçados com farinha de madeira podem ser uma alternativa viável para a substituição da madeira e de polímeros virgens em materiais empregados em pisos, batentes de portas, janelas e revestimentos externos. O objetivo desta pesquisa foi determinar alguns parâmetros físicos e mecânicos de compósito com farinha de madeira de Pinus taeda e elliotti e polipropileno reciclado, sem o emprego de compatibilizantes ou aditivos. Os compósitos foram separados em quatro traços, sendo eles: 100% polipropileno, 90% polipropileno com 10% de farinha de madeira, 80% de polipropileno com 20% de farinha de madeira e 70% de polipropileno com 30% de farinha de madeira. Para caracterização do compósito foram utilizadas as normas ASTM D-638-10, ASTM D256-00, ASTM D570-98, ASTM D1238-10 e ASTM G-155-05 e também a análise de superfície por microscopia eletrônica de varredura. Os ensaios de estabilidade dimensional apresentaram resultados satisfatórios. Mesmo o compósito com maior porcentagem de farinha de madeira (30%) apresentou um melhor índice de fluidez de 10,0MFI, sendo considerado compatível com os índices para PP (polipropileno) virgem da norma ASTM D-1238-10. A inclusão de farinha de madeira (FM) proporcionou a obtenção de compósitos com boas características mecânicas que podem ser aplicados na fabricação de diferentes materiais, empregados especificamente em ambientes externos. "
Evaluación del ensilaje del pasto Ratana (Ischaemum indicum Houtt.) con tres diferentes aditivos.,"Boschini-Figueroa, Carlos; Pineda-Cordero, Luis; Chacón-Hernández, Pablo",2014,Agronomía Mesoamericana,10.15517/am.v25i2.15435,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," El objetivo de este trabajo fue evaluar las características del proceso de fermentación del pasto Ratana (Ischaemum indicum Houtt.) y la calidad del ensilado, al agregar tres aditivos. El experimento se llevó a cabo en la provincia de Limón, Costa Rica, durante el periodo de julio a diciembre del 2011; zona con una temperatura de 24,5 °C; una altura de 249 msnm y precipitación de 4577,2 mm anuales distribuidos principalmente de mayo a diciembre. Se empleó un diseño de bloques completos al azar, con cuatro repeticiones y nueve tratamientos: ensilado con melaza, maíz molido o pulpa de cítricos deshidratada como aditivos, en tres niveles de adición ortogonales. Las pérdidas de material más importantes se produjeron con melaza o pulpa de cítricos (p&lt;0,05) con disminuciones en base fresca de 13,27% y 14,42%, respectivamente; mientras que el ensilaje con maíz molido tuvo mermas de 11,68%. No se encontró ninguna diferencia (p&gt;0,05) en los porcentajes de materia seca (MS), fibra neutrodetergente (FND), fibra ácido detergente (FAD), hemicelulosa y cenizas en los ensilajes de ninguno de los tratamientos. La proteína cruda (PC), celulosa y extracto etéreo (EE) difirieron según el porcentaje de aditivo agregado (p&lt;0,05). Los niveles de pH encontrados fueron estadísticamente menores (p&lt;0,05) en los tratamientos que incluyeron melaza (4,84), que en los ensilados con maíz (5,10) o citropulpa (5,02). Finalmente, todos los tratamientos analizados presentaron características organ"
Modelagem estatística para estimação da população de protozoários ruminais em função da relação volumoso: concentrado na dieta e da presença de aditivos,"Jesus, Lisiane Pereira de; Cabral, Luciano da Silva; Espinosa, Mariano Martinez; Abreu, Joadil Gonçalves de; Zervoudakis, Joanis Tilemahos; Morenz, Mirton José Frota",2012,Revista Brasileira de Saúde e Produção Animal,10.1590/s1519-99402012000100009,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," Objetivou-se com a realização deste trabalho desenvolver modelos estatísticos para estimar as variações da população de protozoários ruminais em função da relação volumoso:concentrado e da presença ou não de aditivos na dieta. Foram construídas planilhas mediante a utilização do software Excel com dados referentes à composição da dieta, presença e ausência de aditivos e do número de protozoários do rúmen de bovinos de 23 artigos científicos e três teses realizados no Brasil. Estas variáveis foram utilizadas e testadas para obtenção da equação para predição do perfil da população de protozoários. Os modelos estatísticos obtidos foram verificados por análise residual e a seleção das variáveis foi realizada considerando o nível de significância de 5% de probabilidade do erro experimental. Verificou-se que dietas com maior proporção de volumosos favorecem o incremento na população de protozoários totais e em particular, de Entodinium, enquanto a presença de ionóforos reduz o número desses microorganismos ruminais. O modelo estatísticos desenvolvido pode auxiliar na identificação antecipada de fatores nutricionais limitantes para o desenvolvimento da microbiota ruminal. "
POTENCIAL DEL ALMIDÓN RESISTENTE RETROGRADADO DE PAPA FRENTE A OTROS ADITIVOS FUNCIONALES USADOS EN POLLOS DE ENGORDE,"Rodríguez-Aguilar, D.; Ariza-Nieto, C. J.; Afanador-Téllez, G.",2014,Revista de la Facultad de Medicina Veterinaria y de Zootecnia,10.15446/rfmvz.v61n1.43883,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,
Caracterización de asfaltos modificados con diferentes aditivos,"Elizondo Arrieta, Fabián; Salazar Delgado, Jorge; Villegas Villegas, Ernesto",2011,Revista Ingeniería,10.15517/ring.v20i1-2.7267,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,
Características Fermentativas da Silagem de Capim-Elefante Contendo Diferentes Aditivos,"Mota, P.É.S.; Moura, R.L.; Carvalho, W.F.; Silva, S.F.; Oliveira, E.M.; Santana, F.A.S.; Portela, G.L.F.; Oliveira, M.R.A.",2012,Revista Científica de Produção Animal,10.15528/2176-4158/rcpa.v14n2p133-137,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,
Desempenho produtivo e concentrações de N-ureico em ovinos alimentados com parte aérea da mandioca ensilada com aditivos alternativos,"Oliveira, Jucimara Queiroz de; Loures, Daniele Rebouças Santana; Bagaldo, Adriana Regina; Araujo, Fabiana Lana de; Sousa, Sabrina Luzia Gregio de; Andrade, Marilice Alves de; Lima, Mailin Vasconcelos dos Santos; Almeida, Bruna de Jesus",2014,Revista Brasileira de Saúde e Produção Animal,10.1590/s1519-99402014000300009,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," Objetivou-se avaliar a parte aérea da mandioca ensilada in natura, sem e com adição de 10% de farinha de varredura, farelo de jaca ou bagaço de laranja, na alimentação de ovinos confinados. Avaliou-se o desempenho produtivo e parâmetro sanguíneo, de 28 cordeiros não castrados, mestiços da raça Santa Inês, pesando inicialmente em média 22,0kg. Foram 14 dias de adaptação dos animais às dietas e às instalações e 56 de coleta de dados. Os consumos (g/animal/dia) de matéria seca, matéria orgânica, proteína bruta, extrato etéreo, fibra insolúvel em detergente neutro (FDN), carboidratos não fibrosos e FDN corrigido para cinzas e proteína, não diferiram e apresentaram as seguintes médias: 1466,7; 1448,5; 253,4; 69,8; 498,7; 662,0 e 410,8 respectivamente. A concentração média (24,8mg/dL) de nitrogênio ureico plasmático, não diferiu, mas, o efeito de tempo após alimentação apresentou comportamento quadrático, com pico de concentração, aproximadamente, às 3 horas. O ganho de peso médio (207,5g/dia), a média de peso final (30,1kg PC), o ganho de peso médio total (11,6kg) e a conversão alimentar (7,3kg MS/kg peso ganho) não foram influenciados pelas dietas. Conclui-se que as silagens de parte aérea da mandioca com ou sem os aditivos alternativos podem ser utilizadas na alimentação de ovinos. "
"Efeitos genéticos aditivos e não aditivos, grupo genético e sistema de acasalamento nas características métricas da carcaça de novilhos oriundos do cruzamento alternado contínuo Charolês x Nelore","Pacheco, Paulo Santana; Restle, João; Vaz, Fabiano Nunes; Brondani, Ivan Luiz; Alves Filho, Dari Celestino; Silveira, Magali Floriano da; Segabinazzi, Luciane Rumpel; Freitas, Leandro Da Silva; Severo, Marcelo Machado; Nigeliskii, André Fogaça",2014,Semina: Ciências Agrárias,10.5433/1679-0359.2014v35n6p3319,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,
Ureia e glicerina bruta como aditivos na ensilagem de cana-de-açúcar,"Dias, A.M.; Ítavo, L.C.V.; Ítavo, C.C.B.F.; Blan, L.R.; Gomes, E.N.O.; Soares, C.M.; Leal, E.S.; Nogueira, E.; Coelho, E.M.",2014,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,10.1590/1678-7349,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," Objetivou-se avaliar a inclusão de ureia e glicerina bruta como aditivos na ensilagem da cana-de-açúcar, na composição químico-bromatológica, pH, N-amoniacal (N-NH3) e digestibilidade in vitro (DIV). Os tratamentos foram quatro doses de ureia, 0, 10, 20 e 30 g de ureia por kg de cana-de-açúcar na ensilagem, e cinco doses de glicerina bruta, 0, 10, 20, 30 e 40g de glicerina bruta por kg de cana-de-açúcar na ensilagem. As silagens foram armazenadas por 180 dias. O tratamento com ureia afetou a maioria das variáveis relacionadas ao valor nutritivo, aumentando os teores de matéria seca (MS) e proteína (PB) (2,58; 7,76; 18,70 e 19,31%), reduzindo os teores de fibra em detergente neutro (FDN) e melhorando a DIV da MS (42,61; 48,53; 50,69 e 51,18%) e FDN (38,81; 39,23; 41,06 e 43,46%), e as características fermentativas da silagem, apresentando valores de pH de 3,49; 3,86; 4,18 e 3,93 e de N-NH3 de 1,72; 3,80; 7,88 e 9,00, para as dose de 0, 10, 20 e 30 g, respectivamente. A glicerina bruta aumentou os teores de MS e extrato etéreo (1,45; 3,03; 3,62; 3,41 e 4,38%), melhorou a DIV da MS com valores de 49,61; 52,24; 53,28; 55,60 e 56,09% e reduziu perdas por gases durante o processo de fermentação, apresentando médias de 6,69; 5,97; 5,89; 5,51 e 5,48% da MS para as doses 0, 10, 20, 30 e 40g, respectivamente. Assim, a ureia e a glicerina bruta podem ser utilizadas como aditivos na ensilagem da cana-de-açúcar. "
Aditivos alternativos a antibióticos para frangos de corte no período de 22 a 42 dias de idade,"Ramos, Lidiana de Siqueira Nunes; Lopes, João Batista; Ribeiro, Mabell Nery; Silva, Francisco Eduardo Soares; Merval, Ramon Rêgo; Albuquerque, Daniel Medeiros de Noronha",2014,Revista Brasileira de Saúde e Produção Animal,10.1590/s1519-99402014000400014,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref," A pesquisa foi conduzida para avaliar o desempenho, metabolizabilidade dos nutrientes e rendimento de carcaça e dos principais cortes comerciais de frangos de cortes alimentados com dietas contendo aditivos alternativos a antibióticos promotores de crescimento, no período de 22 a 42 dias. Os tratamentos foram constituídos de uma ração controle padrão para atender as exigências das aves em cada fase e os demais adicionados de antibiótico; probióticos, prebióticos e simbióticos, com quatro repetições. O uso de probiótico (Lactobacillus acidophilus, Streptococcus faecium e Bifidumbacterium bifidum), do prebiótico (mananoligossacarídeo - MOS) e simbióticos, em ração de frangos de corte, proporciona resultado semelhante ao uso do antibiótico avilamicina 12% para desempenho, rendimento de carcaça e cortes comerciais (peito, dorso, coxa, sobrecoxa, asas, entreasas), coeficiente de metabolizabilidade da matéria seca, da proteína bruta e da energia bruta, no período de 22 a 42 dias de idade, constituindo esses aditivos em alternativa importante na substituição dos antibióticos promotores de crescimento. "
