relevancia,titulo,anio,revista,idioma,paises,citas,doi,bloque,consulta,fuente_api,url,revisado,pertinente,nota,resumen
1,"<i>Bifidobacterium longum</i>
                    lysate, a new ingredient for reactive skin",2010,Experimental Dermatology,en,,124,10.1111/j.1600-0625.2009.00932.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1111/j.1600-0625.2009.00932.x,,,," 
                     Please cite this paper as 
                    :
                     Bifidobacterium longum 
                    lysate, a new ingredient for reactive skin. Experimental Dermatology 2010;
                     19 
                    : e1–e8.
                   
                   
                     Abstract:  
                    Reactive skin is characterized by marked sensitivity to physical (heat, cold, wind) or chemical (topically applied products) stimuli and by the impairment of the skin barrier’s ability to repair itself. Several lines of evidence suggest that beyond their capacity to positively influence the composition of intestinal microbiota, some probiotic bacteria can modulate the immune system both at local and systemic levels, thereby improving immune defense mechanisms and/or down‐regulating immune disorders such as allergies and intestinal inflammation. Several recent human clinical trials clearly suggest that probiotic supplementation might be beneficial to the skin. Using a probiotic lysate,
                     Bifidobacterium longum 
                    sp. extract (BL), we demonstrated first
                     in vitro 
                    , and then in a clinical trial, that this non‐replicating bacteria form applied to the skin was able to improve sensitive skin. The effect of BL were evaluated first on two different models. Using
                     ex vivo 
                    human skin explant model we found a statisti"
1,Effect of food ingredient on microwave freeze drying of instant vegetable soup,2010,LWT - Food Science and Technology,en,,117,10.1016/j.lwt.2010.03.007,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.lwt.2010.03.007,,,,
1,Characterization of a Potential Nutraceutical Ingredient: Pomegranate (Punica granatum L.) Seed Oil Unsaponifiable Fraction,2010,Plant Foods for Human Nutrition,en,,92,10.1007/s11130-010-0173-5,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1007/s11130-010-0173-5,,,,
1,Healthier lipid combination as functional ingredient influencing sensory and technological properties of low‐fat frankfurters,2010,European Journal of Lipid Science and Technology,en,,90,10.1002/ejlt.201000076,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1002/ejlt.201000076,,,," Abstract  Oil (healthier lipid combination of olive, linseed and fish oils)‐in‐water emulsions stabilized with different protein systems (prepared with sodium caseinate (SC), soy protein isolate (SPI) and microbial transglutaminase (MTG)) were used as pork backfat replacers in low‐fat frankfurters. Composition (proximate analysis and fatty acid profile), sensory analysis and technological (processing and purge losses, texture and colour) properties of frankfurters were analysed as affected by the type of oil‐in‐water emulsion and by chilling storage (2°C, 41 days). Frankfurters produced with oil combinations had lower levels of saturated fatty acids (SFA, 19.3%), similar levels of MUFA (46.9%) and higher levels of PUFA (33.6%) than control frankfurters (all pork fat) (39.3, 49.5 and 10.6%, respectively). PUFA/SFA and  n ‐6/ n ‐3 PUFA ratios in control sample were 0.27 and 9.27; in reformulated frankfurters the PUFA/SFA ratio was higher (1.7) and the  n ‐6/ n ‐3 PUFA ratio was lower (0.47). In general, frankfurters had good fat and water binding properties. Colour parameters were affected by formulation and storage time. Compared to control sample, frankfurters made with oil‐in‐water emulsions had higher ( p &lt;0.05) hardness, springiness and chewiness values. Emulsified oil stabilizing systems did not affect sensory characteristics of frankfurters, and all products were judged as acceptable. "
1,Nutritional characterization of tomato fiber as a useful ingredient for food industry,2010,Innovative Food Science &amp; Emerging Technologies,en,,76,10.1016/j.ifset.2010.07.005,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.ifset.2010.07.005,,,,
1,Innovative biorefinery concept for sugar-based ethanol industries: Production of protein-rich fungal biomass on vinasse as an aquaculture feed ingredient,2010,Bioresource Technology,en,,73,10.1016/j.biortech.2010.07.048,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.biortech.2010.07.048,,,,
1,Collection of annotated data in a clinical validation study for alarm algorithms in intensive care—a methodologic framework,2010,Journal of Critical Care,en,,63,10.1016/j.jcrc.2008.09.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref,https://doi.org/10.1016/j.jcrc.2008.09.001,,,,
1,"Eating their cake and everyone else's cake, too: Resources as the main ingredient to workplace bullying",2010,Business Horizons,en,,58,10.1016/j.bushor.2010.06.002,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.bushor.2010.06.002,,,,
1,A review and assessment of menthol employed as a cigarette flavoring ingredient,2010,Food and Chemical Toxicology,en,,55,10.1016/j.fct.2009.11.002,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.fct.2009.11.002,,,,
1,Effects of Technical-Grade Active Ingredient vs. Commercial Formulation of Seven Pesticides in the Presence or Absence of UV Radiation on Survival of Green Frog Tadpoles,2010,Archives of Environmental Contamination and Toxicology,en,,54,10.1007/s00244-010-9528-z,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1007/s00244-010-9528-z,,,,
1,Stability-indicating UPLC method for determination of Valsartan and their degradation products in active pharmaceutical ingredient and pharmaceutical dosage forms,2010,Journal of Pharmaceutical and Biomedical Analysis,en,,52,10.1016/j.jpba.2010.05.022,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.jpba.2010.05.022,,,,
1,Effect of lyophilized water extracts of Melissa officinalis on the stability of algae and linseed oil-in-water emulsion to be used as a functional ingredient in meat products,2010,Meat Science,en,,51,10.1016/j.meatsci.2010.01.007,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.meatsci.2010.01.007,,,,
1,Quantitation of a polymorphic mixture of an active pharmaceutical ingredient with solid state 13C CPMAS NMR spectroscopy,2010,International Journal of Pharmaceutics,en,,48,10.1016/j.ijpharm.2010.04.017,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.ijpharm.2010.04.017,,,,
1,High pressure–treated sorghum flour as a functional ingredient in the production of sorghum bread,2010,European Food Research and Technology,en,,44,10.1007/s00217-010-1316-5,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1007/s00217-010-1316-5,,,,
1,Public‐Private Partnerships in Hong Kong: Good Governance – The Essential Missing Ingredient?<sup>1</sup>,2010,Australian Journal of Public Administration,en,,41,10.1111/j.1467-8500.2010.00675.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1111/j.1467-8500.2010.00675.x,,,,"   In recent years the potential of the Public‐Private Partnership (PPP) model in securing sustainable development has been emphasised by various international organisations including the United Nations(UN) and the Organisation for Economic Cooperation and Development (OECD). These bodies, however, have warned that for PPPs to fulfill their potential as development tools, then both a favourable business environment and key aspects of ‘good governance’ need to be in place and functioning. This article examines PPP policies and projects in the Hong Kong Special Administrative Region of the People's Republic of China (HKSAR) over recent years. Ranked by several key agencies as having the freest economy in the world, Hong Kong might appear to be a particularly promising location for using PPPs to attain economic and social infrastructure development goals. Surprisingly, however, many potential PPP projects there frequently fail to reach fruition. Asking why this should be so, the article argues that the lack of certain critical ingredients of ‘good governance’ in Hong Kong has had a direct and negative impact on the fulfillment of its PPP potential. Of particular concern is government's frequent disregard of public views and the exclusion of the public from early and meaningful participation. This reflects an approach that can perhaps best be described as reliance on ‘Government‐Private’ rather than on ‘Public‐Private’ Partnerships.   "
