code,descartados,texto
7501011114517,"E160b,E160c","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA, MALTODEXTRINA, ALMIDÓN MODIFICADO, ÁCIDO CÍTRICO, AZÚCAR, TOMATE, SAL DE MAR, ESPECIAS, GLUTAMATO MONOSÓDICO, SÓLIDOS DE MAÍZ, HARINA DE MAÍZ, HARINA DE TRIGO, DIÓXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, SABORIZANTE, DEXTROSA, SOLIDOS DE JUGO DE LIMÓN, ROJO ALLURA AC, ÁCIDO MÁLICO, AMARILLO OCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FCF, ACEITE VEGETAL, SUERO DE LECHE EN POLVO, INOSINATO DE SODIO, TARTRAZINA, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, FOSFATOS, GUANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO, SILICATO DE CALCIO, GOMA XANTANA, LACTOSA, EXTRACTO DE APIO, ÁCIDO ACÉTICO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TOCOFEROLES, MANITOL (0,002 g/100g DE CONDIMENTO), CARAMELO CLASE IV.], ACHIOTE."
7501011124776,E160c,"<span class=""allergen"">Cacahuates</span>, Aceite Vegetal, Condimento [Sal Yodada, Chiles, Maltodextrina, Ácido Cítrico, Rojo Allura AC, Oleorresina de Paprika, Dióxido de Silicio, Oleorresina de Capsicum, Dextrosa, Saborizantes, Azul Brillante FCF, Amarillo Ocaso FCF, Acido Láctico, Fosfato Tricálcico, Guanilato de Sodio, Inosinato de Sodio]."
7501011130272,E160b,"MAIZ NEXTAMALIZADO, ACEITE VEGETAL, SAZONADOR [MALTODEXTRINA, ÁCIDO CITRICO, SAL YODADA, CLORURO DE POTASIO SABORIZANTES NATURALES, IDENTICOS AL NATURAL Y ARTIFICIALES (CONTIENEN <span class=""allergen"">CEBADA</span>), GLUTAMATO MONOSÓDICO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y MAIZ, AZUCARES AÑADIDOS (AZÚCAR, ROJO ALLURA ACY SUS LACAS, <span class=""allergen"">QUESOS</span>, ESPECIAS, ÁCIDO FUMARICO, BICARBONATO DE SODIO ACIDO ACETICO, ÁCIDO MALICO, ACEITE VEGETAL, GUANILATO DE SOCIO, INOSINATO DE SODIO, ESTEARATO DE CALCIO, DIOXIDO DE SILICIO, GOMA ARABIGA, FOSFATO DE POTASIO, AMARILLO OCASO FOF Y SUS LACAS, GRASA BUTIRICA, ACIDO LÁCTICO, TOCOFEROLES, CARAMELO CLASE IN, FOSFATO DE CALCIO, HIDROLIZADO DE LEVADURA, TARTRAZINA Y SUS LACAS, ACHIOTE SABORIZANTES NATURALES E IDENTICOS AL NATURAL."
7501761842241,E171,"JALEA SABOR PAY DE LIMON [POLIDEXTROSA, MALTITOL (6,93g /100g de producto), GLICERINA, SOLIDOS DE MANZANA, ACEITE DE COCO, SORBITOL (0,65g/100g de producto), PECTINA, CITRATO DE SODIO, SABORIZANTE, DIOXIDO DE TITANIO, ACIDO MALICO, JUGO CONCENTRADO DE LIMON, BENZOATO DE SODIO, SORBATO DE POTASIO, SUCRALOSA (0,008g/100g de producto), TARTRAZINA], HARINA DE TRIGO, HARINA DE AVENA, GRASA VEGETAL (CONTIENE TBHQ, PALMITATO DE ASCORBILO, TOCOFEROLES), ISOMALT(6,12g/100g de producto), SALVADO POLIDEXTROSA (CONTIENE SORBITOL 0,03g/100g de producto), INULINA, SOLIDOS DE MANTEQUILLA, FIBRA DE AVENA, JARABE DE MALTITOL (0,43g/100g de producto), SABORIZANTE, LECITINA DE SOYA, GERMEN DE TRIGO, SAL YODADA, HUEVO, ÉSTERES DE POLIGLICEROL DE ACIDOS GRASOS, ACIDO CITRICO CARAMELO CLASE I, GLICERINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, ÉSTERES DE PROPILENGLICOL DE ACIDOS GRASOS, ESTEAROIL LACTILATO DE SODIO,SUCRALOSA (0,01g/100g de producto), ACESULFAME K (0,007g/100g de producto), CITRATO DE SODIO. ESTE PRODUCTO CONTIENE TRIGO Y OTROS CEREALES CON GLUTEN, SOYA, LECHE Y HUEVO. ELABORADO EN EQUIPO QUE PROCESA PRODUCTOS CON NUECES DE ARBOLES, CACAHUATE Y COCO.v1 CONSERVESE EN LUGAR SECO Y FRESCO."
7501052470221,E160c,"AGUA, ACEITE VEGETAL, AZÚCAR, VINAGRE DE MANZANA (AGUA, VINAGRE DE ALCOHOL DE CAÑA, VINAGRE DE MANZANA, CARAMELO CLASE III, SABORIZANTE Y METABISULFITO DE SODIO), CONCENTRADO DE TOMATE (AGUA Y PASTA DE TOMATE PEPINILLOS (CONTIENE BENZOATO DE SODIO), SAL YODADA, GOMA XANTANA, CHILE
(CONIENE BENZOATO DE SODIO), MOSTAZA, POLISORBATO 60, APIO, ÁCIDO CÍTRICO, ÁCIDO 
SÓRBICO, SORBATO DE POTASIO, JUGO DE LIMÓN, SABORIZANTES NATURALES E IDÉNTICOS AL
NATURAL, ESPECIAS, OLEORRESINA DE PAPRIKA, EDTA DISÓDICO Y TBHQ."
0758104006816,E163,"Agua Bonafont, pulpa y jugo de aloe vera (4%), fibra de maíz, alulosa (500mg/100mL), ácido cítrico, Concentrado Levité aloe vera (sucralosa (7,1mg/100mL), acesulfame K (3,7mg/100mL) y stevia (1,1mg/100mL)), saborizantes, goma gellana, bisulfato de sodio, extracto de uva verde y vitaminas (B6, Biotina, B3)."
7501791655439,E160b,"Leche parcialmente descremada pasteurizada de vaca, grasa vegetal parcialmente hidrogenada, sal yodada, almidón modificado, celulosa microcristalina, cloruro de calcio, sorbato de potasio, quimosina, saborizante enzimático natural, extracto de annato, cultivos lácticos. Composición tipica: Humedad 49,0% máx, Grasa 24,0% min. (Grasa butirica 25 %, Grasa vegetal 75%), Proteína 18,0% mín. <span class=""allergen"">CONTIENE LECHE</span>"
7506192507462,E171,"Maltodextrina, ácido cítrico, saborizantes naturales e idénticos al natural, citrato de sodio, aspartame (3,7g/100g), estabílizante (goma Xantana, goma arábiga), fosfato tricálcico, vitamina C (ácido ascórbico), acesulfame potásico (1,6g/100g), Silicato de calcio, pulpa de sábila deshidratada (Aloe barbadensis miller) 1%, dióxido de titanio, ácido málico, vitamina B3 (niacinamida), vitamina A (palmitato de vitamina A), vitamina B5 (pantotenato de calcio), dióxido de silicio, ácido fólico, amarillo 5 (tartrazina), azul 1"
7501011143586,E160b,"SÉMOLA DE MAÍZ, ACEITE VEGETAL, SAZONADOR [SÓLIDOS DE LA LECHE, MALTODEXTRINA, CHILES, SAL YODADA, HARINA DE SOYA, QUESO, SABORIZANTES NATURALES, IDÉNTICOS AL NATURALY ARTIFICIALES (CONTIENEN CEBADA), ÁCIDO CITRICO CLORURO DE POTASIO, GLUTAMATO MONOSÓDICO CASEINATO DE SODIO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, HIDROLIZADO DE LEVADURA, LECHE ENTERA FERMENTADA, TARTRAZINA Y SUS LACAS, AMARILLO OCASO FCF Y SUS LACAS, GUANILATO DE SODIO, INOSINATO DE SODIO, ACHIOTE, ÁCIDO LÁCTICO, ÁCIDO FUMÁRICO, ACIDO MÁLICO, ÁCIDO ASCORBICO, ROJO ALLURA AC Y SUS LAS AMARILLO OCASO FCF Y SUS LACAS. CONTIENE LECHE, SOYA Y GLUTEN (CEBADA). PUEDE CONTENER TRIGO. V27"
7500478001620,"E160b,E160c","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL ( TBHQ), CONDIMENTO CHILES, MALTODEXTRINA, SAL YODADA, ALMIDÓN, ÁCIDO CÍTRICO, AZÚCARES AÑADIDOS (AZÚCAR, DEXTROSA, GLUCOSA, LACTOSA), SÓLIDOS DE TOMATE, HARINA DE MAÍZ, CLORURO DE POTASIO, ESPECIAS, GLUTAMATO MONOSÓDICO, DIÓXIDO DE SILICIO, IDÉNTICOS AL NATURAL, HARINA DE TRIGO, ROJO ALLURA AC Y SUS LACAS, HIDROLIZADO DE LEVADURA (CONTIENE CEBADA), ÁCIDO MÁLICO, AZUL BRILLANTE FCF, ACEITE VEGETAL, AMARILLO OCASO FCF, PROTEÍNA VEGETAL HIDROLIZADA DE MAÍZ, SOYA, SÓLIDOS DE LA LECHE, ESTEARATO DE CALCIO, GUANILATO DE SODIO, INOSINATO DE SODIO, FOSFATO DE POTASIO, TARTRAZINA, OLEORRESINA DE PAPRIKA, CARAMELO CLASE IV, DIACETATO DE SODIO, TOCOFEROLES, FOSFATO DE CALCIO, ALMIDÓN MODIFICADO, SILICATO DE CALCIO, ÁCIDO ACÉTICO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TRIGLICÉRIDOS DE OLEORRESINA DE CAPSICUM], ACHIOTE. CONTIENE LECHE, SOYA, TRIGO Y CEBADA (GLUTEN). V17 SABORIZANTES NATURALES, ARTIFICIALES E CADENA MEDIA, GOMA XANTANA, oleorresina de capsicum, achiote."
7501000116447,E100,"RELLENO CON FRESA [AZÚCARES AÑADIDOS (GLUCOSA, AZÚCAR), PURÉ DE FRESA (4%), GLICERINA, ALMIDÓN MODIFICADO DE TAPIOCA, PURÉ DE PIÑA, MALTODEXTRINA, MANZANA EN POLVO, PECTINA, ÁCIDO CÍTRICO, CELULOSA, CITRATO DE SODIO, SABORIZANTES NATURALES, CÚRCUMA, CARMÍN], HARINA DE TRIGO (GLUTEN), MARGARINA (GRASA VEGETAL, SAL YODADA, LECITINA DE SOYA, PROPIONATO SÓDICO, SABORIZANTE ARTIFICIAL Y NATURAL), SALVADO DE TRIGO, AZÚCARES AÑADIDOS (AZÚCAR, AZÚCAR INVERTIDO), HOJUELAS DE AVENA DE GRANO ENTERO, FIBRA DE AVENA, GRASA Y ACEITE VEGETAL, SAL YODADA, PROPIONATO SÓDICO, ÁCIDO CÍTRICO, TBHQ."
7501000116430,E100,"RELLENO DE PIÑA (AZÚCARES AÑADIDOS (AZÚCAR, DEXTROSA, GLUCOSA), FRUTA (PIÑA (7%), ALMIDON MODIFICADO, PECTINA, ALGINATO DE SODIO, CITRATO DE SODIO, BENZOATO DE SODIO, CITRATO DE CALCIO, CURCUMINA, ÁCIDO CÍTRICO], HARINA DE TRIGO (GLUTEN), MARGARINA [GRASA VEGETAL, SAL YODADA, LECITINA SODICO, SABORIZANTE ARTIFICIAL Y NATURAL], SALVADO DE TRIGO, AZÚCARES AÑADIDOS (AZÚCAR, AZÚCAR INVERTIDO DE GRANO ENTERO, FIBRA DE AVENA, GRASA Y ACEITE VEGETAL, SAL YODADA, PROPIONATO SÓDICO, ÁCIDO CITRICO GLUTEN Y SOYA."
7501011148963,"E160b,E160c","MAIZ MIXTAMALIZADO, ACEITE VEGETAL (TBHO), CONDIMENTO CHILE, SAL YODADA MALTODEXTRINA, ALMIDÓN MODIFICADO, ÁCIDO CÍTRICO, AZÚCAR, TOMATE, SAL DE MAR, ESPECIAS, GLUTAMATO MONOSÓDICO, SÓLIDOS DE MAIZ, HARINA DE MAIZ, HARINA DE TRIGO, DIÓXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, SABORIZANTE, DEXTROSA, SÓLIDOS DE JUGO DE LIMON, ROJO ALLURA AC, ÁCIDO MÁLICO AMARILLO OCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FCF, ACEITE VEGETAL QUERO DE LECHE EN POLVO, INOSINATO DE SODIO, TARTRAZINA, PROTEÍNA HIDROLIZADA DE SOYA, FOSFATOS, GUANILATO DE SODIO, CARAMELO EN POLO DE SODIO, SILICATO DE CALCIO, GOMA XANTANA, LACTOSA, EXTRACTO ACETICO, ACHOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TOCOFEROLES, MANITOL AL DE CONDIMENTO), CARAMELO CLASE IV.), ACHIOTE"
7501011128323,E160b,"CEREAL DE MAÍZ, ACEITE VEGETAL (TBHQ), CONDIMENTO (MALTODEXTRINA, SOLIDOS DE LA LECHE, CHILES, SALS, YODADA, GRASA VEGETAL, QUESO, ACEITE VEGETAL, HARINA DE SOYA, SABORIZANTE, ACIDO CITRICO, GLUTAMATO MONOSODICO, DIOXIDO DE SILICIO, ALMIDON, MODIFICADO, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, ROJO ALLURA AC, FOSFATO DE SODIO, FOSFATO TRICALCICO, FOSFATO DE POTASIO, CASEINATO DE SODIO, PROTEINA DE SOYA, HIDROLIZADO DE LEVADURA, LECHE ENTERA FERMENTADA, HARINA DE MAIZ, GOMA ARABIGA, GUANILATO DE SODIO, INOSINATO DE SOLIO, ACIDO LACTICO, ACIDO FUMARICO, ACIDO MALICO, MONOGLICERIDOS, MANITOL, BENZOATO DE SODIO, BHT) AMARILLO OCASO FCF"
7501040095313,E160a,"Leche parcialmente descremada pasteurizada estandarizada, preparado sabor mango (Mango, almidón modificado, saborizante artificial mango, Beta caroteno, sorbato de potasio y ácido cítrico), saborizantes artificiales y naturales, enzimas, cultivos lácticos, cultivos probióticos y cultivos de origen griego. Contiene: Leche. Puede contener: Gluten (Trigo), Nueces. Contiene 1% Grasa de Leche. Bajo en Grasa. Contiene Azúcares Propios de la Leche y del Mango. Triple proteína."
0038000846755,"E100,E160c","Papas deshidratadas, aceite vegetal, harina de maíz amarillo desgerminada, harina de arroz, maltodextrina, emulsificante (mono y diglicéridos de ácidos grasos), sólidos de suero de leche, sal, acentuadores de sabor (glutamato monosódico, inosinato disódico, guanilato de sodio), reguladores de la acidez (ácido cítrico, ácido láctico), azúcares añadidos (azúcar), saborizantes naturales, cebolla en polvo, leche pasteurizada, cultivos lácticos, enzimas, extracto de levadura, sólidos de leche (suero de mantequilla), mantequilla, leche descremada, paprika, cúrcuma, almidón de trigo."
8716200718882,E160a,"Leche descremada, Sólidos de jarabe de glucosa, Aceites vegetales (Aceite de palma (Elaeis guineensis), Aceite de canola de bajo contenido de ácido erúcico (Brassica napus), Aceite de almendra de palma (Elaeis guineensis), Aceite de girasol (Helianthus annus), Sacarosa, Galacto-oligosacáridos, Bitartrato de colina, L-Ascorbato sódico, Emulsionante (<span class=""allergen"">Lecitina de soya</span>), <span class=""allergen"">Lactosa</span>, Aceite de pescado, Cloruro de colina, Taurina, Aceite unicelular (Morteirella alpina), Mioinositol, Sulfato ferroso, Aroma de Vainilla, Acido citidina 5-monofosfato, DL-alfa tocoferil acetato, Uridina 5-monafosfato disódica, Sulfato de zinc, Palmitato de ascorbilo, Acido adenosina 5-monofosfato, Guanosina 5-monofosfato disódica, Bifidobacterium lactis NHO19, Nicotinamida, Inosina 5-monofosfato disódica, Sulfato de manganeso II, Hidrocloruro de piridoxina, Hidrodoruro de tiamina dloruro, D-pantotenato cálcico, Sulfato cúprico, Acetato de retinilo, Beta caroteno, Acido fólico (Acido N-pteroil-L-glutámico), Carotenoides, Yoduro potásico, Fitomenadiona, Selenato sódico, Colecalciferol, D-biotina. Contiene<span class=""allergen"">: Leche</span>, <span class=""allergen"">lactosa</span> y productos derivados del pescado y de la <span class=""allergen"">soya</span>."
7501011167445,E160c,"PAPA, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (SAL YODADA, HARINA DE MAÍŻ, MALTODEXTRINA, AZÚCAR, CHILES, Ácido Cítrico, ESPECIAS, <span class=""allergen"">HARINA DE TRIGO</span>, SÓLIDOS DE TOMATE, ÁCIDO MÁLICO, ROJO ALLURA AC, GLUTAMATO MONOSÓDICO, AMARILLO OCASO FCF, DIOXIDO DE SILICIO, AZUL BRILLANTE FCF MAIZ, SABORIZANTES, DEXTROSA, FOSFATO TRICALCICO, GUANILATO DE SODIO, INOSINATO DE SODIO, GOMA ARABIGA, ACIDO ACETICO, TARTRAZINA, OLEORRESINA DE PAPRIKA, ACEITE VEGETAL, ALMIDON MODIFICADO, ACETATO DE SODIO, HIDROXIDO DE SILICIO, BHT)"
7500478002559,"E160b,E160c","HARINA DE MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILES, SAL YODADA, MALTODEXTRINA, ACIDO CITRICO, DEXTROSA, OLEORRESINA DE PAPRIKA, ACEITE VEGETAL, ALMIDÓN MODIFICADO, JUGO DE LIMON, SABORIZANTES, CARAMELO CLASE III, CARAMELO CLASE IV], ACHIOTE,"
7501067712057,E160b,"MAIZz, AZÚCAR, SAL YODADA, EXTRACTO DE MALTA, CARBONATO DE CALCIO, ESTERES DE ACIDO DIACETIL TARTARICO, MONOESTEARATO DE GLICERILO, VITAMINAS Y MINERALES (VITAMINA C, HIERRO, ZINC, NIACINA, VITAMINA E, VITAMINA A, VITAMINA D, VITAMINA B12, VITAMINA B6, VITAMINA B1, VITAMINA B2, ACIDO FOLICO), BHA, ACHIOTE, POLIDIMETILSILOXANO. ESTE PRODUCTO CONTIENE GLUTEN (CEBADA). ELABORADO EN EQUIPO QUE PROCESA PRODUCTOS CON TRIGO, HUEVO, SOYA, LECHE, NUECES DE ARBOLES, COCO. 2285v14"
7501071905094,"E100,E160c","Puré de tomate (agua, pasta de tomate), jarabe de maíz alto en fructosa, melaza, agua, almidón de maíz modificado, vinagre, menos de 2% de: sal, especias, saborizantes naturales, colorante caramelo clase IV, cebolla deshidratada, goma xantana, curcumina, ajo deshidratado, extracto de paprika."
7500478014606,E160b,"mezcla de sémola de maíz (sémola de maíz de grano entero 27%), germen, ascarilla, sémola de maíz, aceite vegetal (tbhq), condimento [maltodextrina, sólidos de la leche, <span class=""allergen"">quesos</span> 2,6%, sal yodada, grasa vegetal, almidón, saborizantes naturales, saborizantes artificiales (<span class=""allergen"">cebada</span>), grasa butírica, aceite vegetal, amarillo ocaso fcf, dióxido de silicio, glutamato monosódico, ácido cítrico, cloruro de potasio, leche en polvo, tartrazina, achiote, almidón modificado, fosfato de sodio, ácido láctico, fosfato de potasio, citrato de sodio, guanilato de sodio, inosinato de sodio, triglicéridos de cadena media, <span class=""allergen"">lecitina de soya</span>, sorbato de potasio, ácido fumárico, ácido málico, fosfato tricálcico, ácido ascórbico, <span class=""allergen"">dióxido de azufre</span>, tocoferol, azúcares añadidos (jarabe de maíz)"
7502226811970,E171,"DULCE ENCHILADO EN TIRAS: (JARABE DE MAÍZ DE ALTA FRUCTOSA, HARINA DE TRIGO JARABE DE MAÍZ, AZÚCAR, DEXTROSA, JARABE DE SORBITOL (3 g/100 g), ÁCIDO CÍTRICO, ACEITE DE PALMA, CHILE EN POLVO, GLICEROL, SAL YODADA, FIBRA DE TRIGO, SABORIZANTES ARTIFICIALES, CITRATO DE SODIO, ACIDO LÁCTICO, LACTATO DE SODIO, ÁCIDO MÁLICO, MONO Y DIGLICERIDOS, BENZOATO DE SODIO, DIÓXIDO DE TITANIO, SORBATO DE POTASIO, TARTRAZINA, LECITINA DE SOYA. 
RELLENO: (AZÚCAR, DEXTROSA, ÁCIDO CÍTRICO, SAL YODADA, CHILE MODIFICADO DE MAIZ, MALTODEXTRINA DE MAÍZ, JARABE DE MAÍZ, CARAMELO CLASE IV, GOMA GUAR, GOMA XANTANA"
2000000106971,E160a,"<span class=""allergen"">HARINA DE TRIGO</span> (<span class=""allergen"">GLUTEN</span>), AZÚCARES AÑADIDOS (AZÚCAR, DEXTROSA, JARABE DE MAÍZ), PIÑA EN TROZOS (17,5 %), GRASA Y ACEITE VEGETAL, SAL YODADA, PROTEÍNAS VEGETALES (CHÍCHARO, PAPA, HABA), MALTODEXTRINA, ALMIDÓN, PROPIONATO SÓDICO, GLICERINA, ALMIDÓN MODIFICADO, ÁCIDO CÍTRICO, BENZOATO DE SODIO, SABORIZANTE NATURAL, BETA CAROTENO. CONTIENE: <span class=""allergen"">GLUTEN</span>. PUEDE CONTENER: <span class=""allergen"">HUEVO</span>, <span class=""allergen"">SOYA</span>, <span class=""allergen"">LECHE</span> Y <span class=""allergen"">NUEZ</span>. ELABORADO POR: BIMBO, S.A. DE C.V., MIMOSAS No. 117, COL. SANTA MARÍA INSURGENTES, CUAUHTÉMOC, CIUDAD DE MÉXICO, C.P. 06430.Ⓡ MARCAS REGISTRADAS, D.R. 2020, UTILIZADOS BAJO LICENCIA DE GRUPO BIMBO S.A.B. DE C.V. PROLONGACIÓN PASEO DE LA REFORMA No. 1000 COLONIA PEÑA BLANCA SANTA FE, CIUDAD DE MÉXICO. C.P. 01210. HECHO EN MÉXICO."
2000000106974,E140,"Leche semidescremada, azúcar, saborizantes, celulosa mircistaing,caragenina, vitaminas (86, B1, A, D3, B12), calin n nero y aoido tolico, verde natural 3, citrato de sodio, fosfato disódico. hexametafosfato de sodio."
7501013138184,E163,"Agua, Azúcares, Jugo de Arándano de Concentrado 23%, Antocianinas, Ácido Citrico, Ácido Tartárico, Saborizante Natural, Stevia"
8002270226595,E163,"AGUA, JUGO DE NARANJA DE CONCENTRADO (10%), AZUCAR, JUGO DE GRANADA DE CONCENTRADO (6%), DIOXIDO DE CARBONO EXTRACTO DE NARANJA, ANTOCIANINAS. SABORIZANTE NATURAL Y ACIDO CÍTRICO."
7501055333936,E160a,"agua, azúcares(jarabe de alta fructuosa, jugo de concentrado de naranja 6%), celdillas de naranja 4.5%, ácido ascórbico y beta-carotenos."
0614143692147,E163,"HARINA DE AMARANTO, HARINA DE TAPIOCA, SABORIZANTE NATURAL, STEVIA 0.016%, EXTRACTO DE JUGO DE VEGETALES (ANTOCIANINAS), PROPIONATO DE CALCIO."
7501000112388,"E100,E160b","<span class=""allergen"">HARINA DE TRIGO</span> (<span class=""allergen"">GLUTEN</span>), <span class=""allergen"">HUEVO</span>, AZUCARES AÑADIDOS (AZÚCAR, JARABE DE MAIZI ACEITE VEGETAL, <span class=""allergen"">MANTEQUILLA</span>, CHISPAS SABOR A CHOCOLATE (5%) (AZÚCARES AÑADIDOS (AZUCAR JARABE DE MAIZ), GRASA VEGETAL, COCOA, SÓLIDOS DE LA LECHE, MALTODEXTRINA, MONOESTEARATO DE TRIESTEARATO DE SORBITAN. POLISORBATO 60, <span class=""allergen"">LECITINA DE SOYA</span>, SAL YODADA, SABORIZANTE ARTIFICIAL, <span class=""allergen"">LECHE</span>), GLICERINA, MONOY DIGLICERIDOS, SÓLIDOS DE LA LECHE SAL YA GOMA XANTANA, SABORIZANTE NATUR SORBITAN, ARTIFICIAL, PROPIONATO SÓDICO, HARINA DEA AMARILLO, ÁCIDO SÓRBICO, LECITINA DE ESTERES DE POLIGLICEROL DE ÁCIDOS G CURCUMINA, EXTRACTO DE ANNATO CON glúten EN, <span class=""allergen"">HUEVO</span>, <span class=""allergen"">LECHE</span> Y <span class=""allergen"">SOYA</span>. PUEDE CONT Nuez, <span class=""allergen"">AVELLANA</span> Y COCO."
7501011123380,"E160a,E160b","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL, SAZONADOR [SÓLIDOS DE LA LECHE, MALTODEXTRINA, SAL YODADA, ESPECIAS, ACEITE VEGETAL, GLUTAMATO MONOSODICO, CHILE, SABORIZANTES NATURALES, IDENTICOS AL NATURAL Y ARTIFICIALES (CONTIENEN <span class=""allergen"">CEBADA</span>),, AZÚCARES AÑADIDOS (AZÚCAR, DEXTROSA), ÁCIDO CITRICO, <span class=""allergen"">QUESO</span>, JITOMATE, GRASA VEGETAL, FOSFATO DE SODIO, PROTEÍNA VEGETAL HIDROLIZADA DE MAIZ Y <span class=""allergen"">SOYA</span>, CASEINATO DE SODIO, GRASA BUTIRICA, DIÓXIDO DE SILICIO, CREMA, ALMIDÓN, GOMA ARÁBIGA, ALMIDON MODIFICADO, AMARILLO OCASO FCF Y SUS LACAS, ÁCIDO MÁLICO, ROJO ALLURA AC Y SUS LACAS, HARINA DE MAÍZ, ÁCIDO LÁCTICO, TARTRAZINA Y SUS LACAS, ESTEARATO DE CALCIO, BETA CAROTENO, FOSFATO DE POTASIO, TRIGLICERIDOS DE CADENA MEDIA, <span class=""allergen"">MANTEQUILLA</span>, LECHE DESCREMADA EN POLVO, FOSFATO DE CALCIO, GUANILATO DE SODIO, INOSINATO DE SODIO, CITRATO DE SODIO, ÁCIDO ACETICO, HIDROXIDO DE SODIO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO ASCORBICO, CULTIVOS LÁCTICOS, MONO Y DIGLICERIDOS, HIDROLIZADO DE LEVADURA, BHA), ACHIOTE."
7501030474227,E171,"<span class=""allergen"">HARINA DE TRIGO</span> (<span class=""allergen"">GLUTEN</span>) GRASA VEGETAL, AZUCAR, <span class=""allergen"">LECHE</span>, HUEV0 DEXTROSA, ALMIDON, MONO Y DIGLICERIDOS LECITINA DE SOYA, HARINA DE SOYA, SAL YODADA ENZIMAS XANTANA, CELULOSA, SORBICO, PROPIONATO SODICO, SABORIZANTE NATURAL Y ARTIFICIAL, DIOXIDO DE TITANIO, PROPIONATO DE CALCIO, NUEZ MOSCADA, AMARILLO 5, ROJO 40. PUEDE CONTENER: NUEZ GOMA MODIFICADO GOMA GUAR, ACIDO ALMIDON ELABORADO POR: BIMBO, S.A. DE C.V, MIMOSAS No. 117, COL. SANTA MARIA INSURGENTES CUAUHTEMOC CIUDAD DE MEXICO, C.P. 06430, O 2019, UTILIZADOS BAJO LICENCIA DE GRUPO BIMBO S.A.B. DE C.V. PROLONGACION PASEO DE LA REFORMA No. 1000 COLONIA PENA BLANCA SANTA FE, CIUDAD DE MEXICO. C.P 01210. HECHO EN MEXICO. CONSERVESE EN UN LUGAR S Pr043 Gr157 (008) R22 MARCAS REGISTRADAS, D.R. SECO Y FRESCO. INos interesa mucho su opinión! Haganos sus comentarios al 01-800-910-2030 en Interior de la Republica o 91-77-74-07 Cludad de Mexico y Area Metropolitana www.bimbo.com.mx"
7501761880540,E171,"<span class=""allergen"">HARINA DE TRIGO</span>, AZÚCAR, HARINA DE AVENA INTEGRAL, GRASA VEGETAL (CONTIENE ANTIOXIDANTES TBHQ, PALMITATO DE ASCORBILO, TOCOFEROLES), HOJUELAS DE AVENA INTEGRAL, INULINA, MORAS 2% (FRESA, CARMÍN), MORA AZULJ, SÓLIDOS DE LA LECHE, CHISPA SABOR YOGURT 1% (DIÓXIDO DE TITANIO), EMULSIFICANTES (<span class=""allergen"">LECITINA DE SOYA</span>, ÉSTERES DE PROPILENGLICOL DE ÁCIDOS GRASOS, MONOESTEARATO DE GLICERILO, ESTEAROIL LACTILATO DE SODIO), <span class=""allergen"">HUEVO</span>, SAL YODADA, SABORIZANTE, ALMIDÓN, CARAMELO CLASE I"
